dataset_source,label,text,text_clean,has_url,has_email,has_phone
synthetic,ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0,0,0
synthetic,smishing,"Todays Vodafone numbers ending 5263 are selected to receive a Rs.2,00,000 award. If you have a match please call 6200992462 quoting claim code 4267 standard rates apply","Todays Vodafone numbers ending 5263 are selected to receive a Rs.2,00,000 award. If you have a match please call 6200992462 quoting claim code 4267 standard rates apply",0,0,1
synthetic,ham,"Hm good morning, headache anyone? :-)","Hm good morning, headache anyone? :-)",0,0,0
synthetic,ham,I know a few people I can hit up and hit to the yes,I know a few people I can hit up and hit to the yes,0,0,0
synthetic,spam,Now GET RID OF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 080-62222222,Now GET RID OF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 080-62222222,0,0,0
synthetic,ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,0,0,0
synthetic,ham,Ay wana meet on sat?ü wkg on sat?,Ay wana meet on sat?ü wkg on sat?,0,0,0
synthetic,ham,Ok no prob... I'll come after lunch then...,Ok no prob... I'll come after lunch then...,0,0,0
synthetic,ham,No calls..messages..only missed calls,No calls..messages..only missed calls,0,0,0
synthetic,ham,"Received, understood n acted upon!","Received, understood n acted upon!",0,0,0
synthetic,ham,K.k:)when are you going?,K.k:)when are you going?,0,0,0
synthetic,ham,Jus came back fr lunch wif my sis only. U leh?,Jus came back fr lunch wif my sis only. U leh?,0,0,0
synthetic,ham,I want to be inside you every night...,I want to be inside you every night...,0,0,0
synthetic,ham,Do you work all this week ?,Do you work all this week ?,0,0,0
synthetic,smishing,"Dear Sir Your Bank card has been blocked because you did not updated yet, If you want to update your ATM card please contact +971586153091 +971523182746","Dear Sir Your Bank card has been blocked because you did not updated yet, If you want to update your ATM card please contact +971586153091 +971523182746",0,0,1
synthetic,ham,Ugh. Gotta drive back to sd from la. My butt is sore.,Ugh. Gotta drive back to sd from la. My butt is sore.,0,0,0
synthetic,ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0,0,0
synthetic,ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)","Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0,0,0
synthetic,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,0,0,1
synthetic,ham,Mode men or have you left.,Mode men or have you left.,0,0,0
synthetic,ham,Goin to workout lor... Muz lose e fats...,Goin to workout lor... Muz lose e fats...,0,0,0
synthetic,ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""","Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",0,0,0
synthetic,spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT","U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",0,0,0
synthetic,ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)","Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",0,0,0
synthetic,ham,Yes! How is a pretty lady like you single?,Yes! How is a pretty lady like you single?,0,0,0
synthetic,ham,Have you not finished work yet or something?,Have you not finished work yet or something?,0,0,0
synthetic,smishing,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ","You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",0,0,1
synthetic,ham,Thats cool. Where should i cum? On you or in you? :),Thats cool. Where should i cum? On you or in you? :),0,0,0
synthetic,ham,Okay same with me. Well thanks for the clarification,Okay same with me. Well thanks for the clarification,0,0,0
synthetic,ham,"Just dropped em off, omw back now","Just dropped em off, omw back now",0,0,0
synthetic,ham,Yup i've finished c ü there...,Yup i've finished c ü there...,0,0,0
synthetic,ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.","I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",0,0,0
synthetic,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins","Alright we'll bring it to you, see you in like &lt;#&gt; mins",0,0,0
synthetic,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,0,0,0
synthetic,smishing,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,0,0,1
synthetic,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0,0,1
synthetic,ham,"who is the murderer, coz the man was murdered on  26th January.. As public holiday �","who is the murderer, coz the man was murdered on 26th January.. As public holiday �",0,0,0
synthetic,ham,Ü mean it's confirmed... I tot they juz say oni... Ok then...,Ü mean it's confirmed... I tot they juz say oni... Ok then...,0,0,0
synthetic,ham,"Dude u knw also telugu..thts gud..k, gud nyt..","Dude u knw also telugu..thts gud..k, gud nyt..",0,0,0
synthetic,smishing,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,0,0,0
synthetic,spam,	**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,0,0,1
synthetic,ham,Dont let studying stress you out. L8r.,Dont let studying stress you out. L8r.,0,0,0
synthetic,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,0,0,0
synthetic,ham,"K I'll head out in a few mins, see you there","K I'll head out in a few mins, see you there",0,0,0
synthetic,smishing,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,0,0,1
synthetic,ham,Which channel:-):-):):-).,Which channel:-):-):):-).,0,0,0
synthetic,ham,Oh yeah! And my diet just flew out the window,Oh yeah! And my diet just flew out the window,0,0,0
synthetic,ham,You intrepid duo you! Have a great time and see you both soon.,You intrepid duo you! Have a great time and see you both soon.,0,0,0
synthetic,ham,"fyi I'm at usf now, swing by the room whenever","fyi I'm at usf now, swing by the room whenever",0,0,0
synthetic,ham,Are you wet right now?,Are you wet right now?,0,0,0
synthetic,ham,:-( that's not v romantic!,:-( that's not v romantic!,0,0,0
synthetic,smishing,Win a £1000 cash prize or a prize worth £5000,Win a £1000 cash prize or a prize worth £5000,0,0,0
synthetic,ham,Those ducking chinchillas,Those ducking chinchillas,0,0,0
synthetic,ham,He remains a bro amongst bros,He remains a bro amongst bros,0,0,0
synthetic,ham,Yes. Nigh you cant aha.,Yes. Nigh you cant aha.,0,0,0
synthetic,ham,Ok�smart work!!,Ok�smart work!!,0,0,0
synthetic,ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0,0,0
synthetic,ham,Then what about further plan?,Then what about further plan?,0,0,0
synthetic,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,0,0,0
synthetic,smishing,	Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,0,0,1
synthetic,ham,I don't know but I'm raping dudes at poker,I don't know but I'm raping dudes at poker,0,0,0
synthetic,smishing,	Call FREEPHONE 0800 542 0578 now!,Call FREEPHONE 0800 542 0578 now!,0,0,0
synthetic,ham,"Jus chillaxin, what up","Jus chillaxin, what up",0,0,0
synthetic,ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0,0,0
synthetic,ham,K..give back my thanks.,K..give back my thanks.,0,0,0
synthetic,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.","Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,0,0
synthetic,ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0,0,0
synthetic,ham,Lol or I could just starve and lose a pound by the end of the day.,Lol or I could just starve and lose a pound by the end of the day.,0,0,0
synthetic,smishing,"	Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18call 08718728876","Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18call 08718728876",0,0,1
synthetic,ham,You'd like that wouldn't you? Jerk!,You'd like that wouldn't you? Jerk!,0,0,0
synthetic,ham,Serious? What like proper tongued her,Serious? What like proper tongued her,0,0,0
synthetic,ham,on hen night. Going with a swing,on hen night. Going with a swing,0,0,0
synthetic,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net,0,0,0
synthetic,ham,Super da:)good replacement for murali,Super da:)good replacement for murali,0,0,0
synthetic,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.","Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",0,0,0
synthetic,ham,"Hi, my love! How goes that day? this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !","Hi, my love! How goes that day? this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",0,0,0
synthetic,ham,I know you mood off today,I know you mood off today,0,0,0
synthetic,ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,1,0
synthetic,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ","Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",0,0,0
synthetic,ham,When u wana see it then,When u wana see it then,0,0,0
synthetic,smishing,"Urgent Message for CIBC Account Holder, Kindly login to confirm your login information Login to our secure server to check your information http://cibc.mobileupdate.granpianostudio.com/cibcfullz/Internet Support","Urgent Message for CIBC Account Holder, Kindly login to confirm your login information Login to our secure server to check your information http://cibc.mobileupdate.granpianostudio.com/cibcfullz/Internet Support",1,0,0
synthetic,ham,Will you be here for food,Will you be here for food,0,0,0
synthetic,ham,No let me do the math. Your not good at it.,No let me do the math. Your not good at it.,0,0,0
synthetic,ham,No no:)this is kallis home ground.amla home town is durban:),No no:)this is kallis home ground.amla home town is durban:),0,0,0
synthetic,ham,"As in missionary hook up, doggy hook up, standing...|","As in missionary hook up, doggy hook up, standing...|",0,0,0
synthetic,ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X","HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",0,0,0
synthetic,ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0,0,0
synthetic,ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones","I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0,0,0
synthetic,ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0,0,0
synthetic,smishing,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,0,0,1
synthetic,ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x","HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0,0,0
synthetic,ham,Audrie lousy autocorrect,Audrie lousy autocorrect,0,0,0
synthetic,ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love","I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0,0,0
synthetic,ham,Was it something u ate?,Was it something u ate?,0,0,0
synthetic,ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0,0,0
synthetic,ham,What time you thinkin of goin?,What time you thinkin of goin?,0,0,0
synthetic,ham,Want to finally have lunch today?,Want to finally have lunch today?,0,0,0
synthetic,smishing,We have identified some unusual activity on your online banking. Please log in via the secure link http:owly/nPyL308KyWG to avoid account suspension,We have identified some unusual activity on your online banking. Please log in via the secure link http:owly/nPyL308KyWG to avoid account suspension,0,0,0
synthetic,ham,Thanx but my birthday is over already.,Thanx but my birthday is over already.,0,0,0
synthetic,ham,The hair cream has not been shipped.,The hair cream has not been shipped.,0,0,0
synthetic,ham,Hanging out with my brother and his family,Hanging out with my brother and his family,0,0,0
synthetic,ham,Where are the garage keys? They aren't on the bookshelf,Where are the garage keys? They aren't on the bookshelf,0,0,0
synthetic,ham,What Today-..sunday is holiday..so no work..,What Today-..sunday is holiday..so no work..,0,0,0
synthetic,ham,I'm ok. Will do my part tomorrow,I'm ok. Will do my part tomorrow,0,0,0
synthetic,ham,Yes just finished watching days of our lives. I love it.,Yes just finished watching days of our lives. I love it.,0,0,0
synthetic,ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,Cool. I am &lt;#&gt; inches long. hope you like them big!,0,0,0
synthetic,ham,She's borderline but yeah whatever.,She's borderline but yeah whatever.,0,0,0
synthetic,ham,He needs to stop going to bed and make with the  dealing,He needs to stop going to bed and make with the dealing,0,0,0
synthetic,ham,Have you always been saying welp?,Have you always been saying welp?,0,0,0
synthetic,ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,0,0,0
synthetic,ham,Yeah that's the impression I got,Yeah that's the impression I got,0,0,0
synthetic,spam,	U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,0,0,1
synthetic,ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)","K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",0,0,0
synthetic,spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,For sale - arsenal dartboard. Good condition but no doubles or trebles!,0,0,0
synthetic,ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,0,0,0
synthetic,ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,Was doing my test earlier. I appreciate you. Will call you tomorrow.,0,0,0
synthetic,ham,I reach home safe n sound liao...,I reach home safe n sound liao...,0,0,0
synthetic,smishing,	Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,0,0,0
synthetic,ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,0,0,0
synthetic,smishing,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 8927307655 Now! ","Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 8927307655 Now!",0,0,1
synthetic,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,0,0
synthetic,ham,I'm in a movie. Call me 4 wat?,I'm in a movie. Call me 4 wat?,0,0,0
synthetic,ham,Nope... C ü then...,Nope... C ü then...,0,0,0
synthetic,smishing,"In the Open Lucky Draw Contest And You Are The Winner 0f Tata Saafari (12,60000). Contact-997330199 -2294871295. More Information https://bit.ly/32ZwcQ5","In the Open Lucky Draw Contest And You Are The Winner 0f Tata Saafari (12,60000). Contact-997330199 -2294871295. More Information https://bit.ly/32ZwcQ5",1,0,1
synthetic,ham,I will be gentle baby! Soon you will be taking all ..,I will be gentle baby! Soon you will be taking all ..,0,0,0
synthetic,ham,Hmmm:)how many players selected?,Hmmm:)how many players selected?,0,0,0
synthetic,ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0,0,0
synthetic,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,0,0
synthetic,ham,Its normally hot mail. Com you see!,Its normally hot mail. Com you see!,0,0,0
synthetic,ham,Dear where you. Call me,Dear where you. Call me,0,0,0
synthetic,ham,Okie..good news!!,Okie..good news!!,0,0,0
synthetic,ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-","We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0,0,0
synthetic,ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,0,0,0
synthetic,ham,I love to give massages. I use lots of baby oil... What is your fave position?,I love to give massages. I use lots of baby oil... What is your fave position?,0,0,0
synthetic,ham,I WILL CAL YOU SIR. In meeting,I WILL CAL YOU SIR. In meeting,0,0,0
synthetic,ham,"Cool, I'll text you when I'm on the way","Cool, I'll text you when I'm on the way",0,0,0
synthetic,ham,"Solve d Case : A Man Was Found Murdered On  16 April,   AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer..who is it?","Solve d Case : A Man Was Found Murdered On 16 April, AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer..who is it?",0,0,0
synthetic,ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,0,0,0
synthetic,ham,Hi darlin did youPhone me? Im atHome if youwanna chat.,Hi darlin did youPhone me? Im atHome if youwanna chat.,0,0,0
synthetic,ham,I'm also came to room.,I'm also came to room.,0,0,0
synthetic,ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0,0,0
synthetic,ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,0,0,0
synthetic,ham,;-) ok. I feel like john lennon.,;-) ok. I feel like john lennon.,0,0,0
synthetic,ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.","Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",0,0,0
synthetic,ham,Are you comingdown later?,Are you comingdown later?,0,0,0
synthetic,ham,"Ya tel, wats ur problem..","Ya tel, wats ur problem..",0,0,0
synthetic,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0,0,0
synthetic,ham,Lol. Well quality aint bad at all so i aint complaining,Lol. Well quality aint bad at all so i aint complaining,0,0,0
synthetic,ham,"Oops I did have it,  &lt;#&gt; ?","Oops I did have it, &lt;#&gt; ?",0,0,0
synthetic,ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,0,0,0
synthetic,ham,Dad went out oredi...,Dad went out oredi...,0,0,0
synthetic,ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,Nationwide auto centre (or something like that) on Newport road. I liked them there,0,0,0
synthetic,ham,Networking technical support associate.,Networking technical support associate.,0,0,0
